Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Jun 22, 2020;11:30 PM;1,107;559;183;1,221;0;33;1,324;2,745;726;2,090;72;185
Jun 22, 2020;11:45 PM;1,106;564;192;1,186;0;33;1,324;2,738;669;2,072;84;184
Jun 23, 2020;12:00 AM;1,108;576;183;1,149;0;33;1,325;2,720;592;2,065;84;184
Jun 23, 2020;12:15 AM;1,106;561;162;1,145;0;33;1,324;2,707;537;2,068;45;184
Jun 23, 2020;12:30 AM;1,102;551;149;1,138;0;33;1,325;2,698;527;2,061;48;183
Jun 23, 2020;12:45 AM;1,102;547;142;1,123;0;33;1,325;2,675;516;2,063;40;184
Jun 23, 2020;1:00 AM;1,104;544;142;1,074;0;33;1,326;2,656;486;2,068;34;184
Jun 23, 2020;1:15 AM;1,104;537;143;1,044;0;33;1,326;2,610;448;2,076;36;183
Jun 23, 2020;1:30 AM;1,107;539;120;1,041;0;33;1,326;2,611;439;2,070;66;183
Jun 23, 2020;1:45 AM;1,107;540;104;1,027;0;33;1,327;2,562;437;2,079;50;184
Jun 23, 2020;2:00 AM;1,107;549;100;971;0;33;1,327;2,540;431;2,093;85;183
Jun 23, 2020;2:15 AM;1,108;550;88;925;0;33;1,327;2,510;431;2,096;58;184
Jun 23, 2020;2:30 AM;1,105;549;97;909;0;33;1,329;2,505;436;2,088;64;183
Jun 23, 2020;2:45 AM;1,108;547;110;863;0;33;1,327;2,467;437;2,094;31;184
Jun 23, 2020;3:00 AM;1,107;545;121;866;0;33;1,329;2,457;436;2,103;66;184
Jun 23, 2020;3:15 AM;1,109;550;115;867;0;33;1,329;2,424;436;2,105;45;184
Jun 23, 2020;3:30 AM;1,106;549;124;819;0;33;1,329;2,443;438;2,091;42;183
Jun 23, 2020;3:45 AM;1,106;545;136;800;0;33;1,329;2,468;433;2,103;17;184
Jun 23, 2020;4:00 AM;1,109;543;128;793;0;33;1,329;2,505;440;2,089;17;184
Jun 23, 2020;4:15 AM;1,103;545;132;805;0;33;1,330;2,554;438;2,086;42;184
Jun 23, 2020;4:30 AM;1,109;551;129;795;1;33;1,331;2,611;440;2,091;31;184
Jun 23, 2020;4:45 AM;1,108;545;126;796;4;33;1,332;2,633;442;2,105;17;183
Jun 23, 2020;5:00 AM;1,114;543;125;785;17;33;1,333;2,681;447;2,104;17;183
Jun 23, 2020;5:15 AM;1,113;544;129;796;41;33;1,332;2,758;451;2,103;17;183
Jun 23, 2020;5:30 AM;1,111;544;122;777;100;33;1,333;2,815;469;2,088;18;183
Jun 23, 2020;5:45 AM;1,112;602;131;728;202;33;1,333;2,862;495;2,104;75;184
Jun 23, 2020;6:00 AM;1,112;602;146;681;340;33;1,333;2,881;524;2,110;66;184
Jun 23, 2020;6:15 AM;1,111;595;141;643;514;33;1,336;2,893;578;2,140;79;183
Jun 23, 2020;6:30 AM;1,110;600;145;624;712;33;1,336;2,900;621;2,154;122;184
Jun 23, 2020;6:45 AM;1,110;600;157;569;961;33;1,336;2,908;639;2,183;178;183
Jun 23, 2020;7:00 AM;1,112;629;165;513;1,260;33;1,333;2,911;649;2,172;550;184
Jun 23, 2020;7:15 AM;1,112;646;167;478;1,615;33;1,334;2,921;652;2,192;570;185
Jun 23, 2020;7:30 AM;1,114;639;137;447;2,010;33;1,333;2,932;660;2,188;529;185
Jun 23, 2020;7:45 AM;1,109;643;138;380;2,436;33;1,332;2,941;663;2,195;468;186
Jun 23, 2020;8:00 AM;1,112;629;137;306;2,869;33;1,331;2,938;659;2,178;632;184
Jun 23, 2020;8:15 AM;1,113;596;136;265;3,327;33;1,331;2,940;663;2,185;559;184
Jun 23, 2020;8:30 AM;1,118;591;143;237;3,771;33;1,331;2,935;667;2,194;561;184
Jun 23, 2020;8:45 AM;1,115;562;156;195;4,205;33;1,330;2,939;667;2,245;325;184
Jun 23, 2020;9:00 AM;1,113;604;159;186;4,637;33;1,328;2,939;659;2,281;497;184
Jun 23, 2020;9:15 AM;1,113;601;157;197;5,057;33;1,327;2,942;584;2,276;378;184
Jun 23, 2020;9:30 AM;1,108;580;152;240;5,433;33;1,326;2,938;545;2,271;377;184
Jun 23, 2020;9:45 AM;1,110;581;149;307;5,795;33;1,326;2,941;520;2,266;193;184
Jun 23, 2020;10:00 AM;1,111;588;145;393;6,104;33;1,326;3,025;505;2,252;354;184
Jun 23, 2020;10:15 AM;1,109;579;141;429;6,364;33;1,325;3,170;508;2,249;284;184
Jun 23, 2020;10:30 AM;1,107;571;151;443;6,556;33;1,325;3,184;509;2,252;242;184
Jun 23, 2020;10:45 AM;1,106;576;154;442;6,673;33;1,323;3,097;499;2,248;157;184
Jun 23, 2020;11:00 AM;1,103;583;158;458;6,797;33;1,323;2,940;408;2,243;206;170
Jun 23, 2020;11:15 AM;1,103;603;143;515;6,942;33;1,323;2,939;448;2,242;206;170
Jun 23, 2020;11:30 AM;1,104;602;128;567;7,134;33;1,323;2,936;450;2,233;170;171
Jun 23, 2020;11:45 AM;1,105;563;133;549;7,302;33;1,323;2,937;453;2,234;116;171
Jun 23, 2020;12:00 PM;1,102;584;119;560;7,455;33;1,322;2,935;458;2,225;84;171
Jun 23, 2020;12:15 PM;1,101;589;115;581;7,532;33;1,322;2,941;456;2,219;72;170
Jun 23, 2020;12:30 PM;1,100;575;110;581;7,664;33;1,323;2,930;457;2,219;48;171
Jun 23, 2020;12:45 PM;1,101;558;103;573;7,753;33;1,321;2,919;455;2,207;21;171
Jun 23, 2020;1:00 PM;1,101;565;94;621;7,795;33;1,321;2,919;452;2,201;90;170
Jun 23, 2020;1:15 PM;1,100;585;93;591;7,819;33;1,320;2,904;456;2,197;91;171
Jun 23, 2020;1:30 PM;1,098;594;88;618;7,821;33;1,320;2,863;457;2,192;88;170
Jun 23, 2020;1:45 PM;1,095;590;82;628;7,776;33;1,319;2,829;454;2,104;53;170
Jun 23, 2020;2:00 PM;1,098;601;78;644;7,772;33;1,320;2,800;462;2,098;96;169
Jun 23, 2020;2:15 PM;1,094;598;77;639;7,691;33;1,320;2,782;460;2,123;89;169
Jun 23, 2020;2:30 PM;1,098;606;83;622;7,616;33;1,320;2,781;471;2,130;106;170
Jun 23, 2020;2:45 PM;1,096;591;84;646;7,508;33;1,319;2,772;474;2,140;76;169
Jun 23, 2020;3:00 PM;1,095;561;79;693;7,338;33;1,319;2,786;477;2,154;57;169
Jun 23, 2020;3:15 PM;1,094;569;73;690;7,179;33;1,320;2,802;478;2,191;55;169
Jun 23, 2020;3:30 PM;1,094;559;64;713;6,967;33;1,319;2,815;471;2,199;56;169
Jun 23, 2020;3:45 PM;1,097;570;60;746;6,705;33;1,319;2,819;477;2,206;69;169
Jun 23, 2020;4:00 PM;1,098;560;62;732;6,439;33;1,320;2,831;487;2,218;24;170
Jun 23, 2020;4:15 PM;1,099;566;60;786;6,173;33;1,320;2,827;482;2,230;36;170
Jun 23, 2020;4:30 PM;1,099;579;62;787;5,845;33;1,320;2,825;484;2,241;45;171
Jun 23, 2020;4:45 PM;1,098;598;60;807;5,503;33;1,319;2,839;487;2,246;57;171
Jun 23, 2020;5:00 PM;1,101;571;61;813;5,150;33;1,319;2,867;494;2,259;56;171
Jun 23, 2020;5:15 PM;1,104;606;59;825;4,739;33;1,319;2,881;477;2,261;94;169
Jun 23, 2020;5:30 PM;1,105;610;31;834;4,334;33;1,319;2,904;474;2,266;111;170
Jun 23, 2020;5:45 PM;1,109;605;28;830;3,913;33;1,319;2,909;484;2,270;377;170
Jun 23, 2020;6:00 PM;1,105;547;28;825;3,475;33;1,317;2,896;504;2,253;191;171
Jun 23, 2020;6:15 PM;1,108;595;30;843;3,033;33;1,319;2,912;523;2,267;410;171
Jun 23, 2020;6:30 PM;1,107;620;31;825;2,592;33;1,319;2,933;540;2,268;460;172
Jun 23, 2020;6:45 PM;1,108;632;51;794;2,158;33;1,320;2,937;567;2,277;741;175
Jun 23, 2020;7:00 PM;1,113;619;46;774;1,752;33;1,319;2,932;588;2,280;731;175
Jun 23, 2020;7:15 PM;1,115;628;42;801;1,382;33;1,319;2,938;597;2,275;976;175
Jun 23, 2020;7:30 PM;1,114;625;47;792;1,052;33;1,320;2,943;604;2,277;957;175
Jun 23, 2020;7:45 PM;1,103;623;48;775;798;33;1,319;2,951;615;2,291;1,116;175
Jun 23, 2020;8:00 PM;1,108;623;44;787;596;33;1,318;2,937;614;2,295;1,156;175
Jun 23, 2020;8:15 PM;1,116;627;46;778;425;33;1,317;2,949;602;2,296;1,094;175
Jun 23, 2020;8:30 PM;1,115;632;46;802;287;33;1,318;2,950;599;2,297;1,062;175
Jun 23, 2020;8:45 PM;1,117;599;47;811;172;33;1,318;2,957;585;2,301;864;176
Jun 23, 2020;9:00 PM;1,120;557;49;898;88;33;1,317;2,974;566;2,300;683;175
Jun 23, 2020;9:15 PM;1,118;548;50;996;33;33;1,318;2,984;556;2,283;609;175
Jun 23, 2020;9:30 PM;1,116;554;54;1,076;9;33;1,318;2,984;550;2,261;616;175
Jun 23, 2020;9:45 PM;1,115;531;49;1,147;2;33;1,318;2,965;534;2,201;518;175
Jun 23, 2020;10:00 PM;1,113;609;42;1,218;1;33;1,319;2,969;526;2,181;728;175
Jun 23, 2020;10:15 PM;1,111;608;41;1,280;0;33;1,319;2,977;515;2,169;643;175
Jun 23, 2020;10:30 PM;1,117;561;44;1,319;0;33;1,319;2,974;561;2,167;569;175
Jun 23, 2020;10:45 PM;1,117;530;50;1,364;0;33;1,318;2,975;591;2,170;359;176
Jun 23, 2020;11:00 PM;1,117;552;47;1,419;0;33;1,321;2,980;623;2,170;210;176
Jun 23, 2020;11:15 PM;1,116;536;44;1,471;0;33;1,320;2,956;614;2,173;35;176
Jun 23, 2020;11:30 PM;1,118;551;46;1,491;0;33;1,320;2,947;602;2,168;55;177
Jun 23, 2020;11:45 PM;1,116;523;42;1,513;0;33;1,319;2,921;635;2,148;22;176
Jun 24, 2020;12:00 AM;1,118;561;40;1,545;0;33;1,321;2,953;645;2,251;47;185
Jun 24, 2020;12:15 AM;1,119;530;41;1,556;0;33;1,315;2,954;655;2,239;42;185
Jun 24, 2020;12:30 AM;1,118;527;38;1,580;0;33;1,311;2,948;659;2,240;48;185
Jun 24, 2020;12:45 AM;1,116;524;33;1,609;0;33;1,311;2,915;630;2,233;34;185
Jun 24, 2020;1:00 AM;1,116;540;27;1,617;0;33;1,312;2,877;615;2,237;59;185
Jun 24, 2020;1:15 AM;1,115;533;26;1,570;0;33;1,313;2,835;598;2,248;47;188
Jun 24, 2020;1:30 AM;1,114;533;24;1,554;0;33;1,317;2,821;614;2,241;20;188
Jun 24, 2020;1:45 AM;1,107;531;21;1,524;0;33;1,318;2,815;612;2,242;7;188
Jun 24, 2020;2:00 AM;1,110;539;19;1,511;0;33;1,319;2,795;609;2,245;6;188
Jun 24, 2020;2:15 AM;1,106;535;16;1,481;0;33;1,318;2,767;598;2,253;5;188
Jun 24, 2020;2:30 AM;1,109;536;15;1,425;0;33;1,318;2,740;605;2,253;4;188
Jun 24, 2020;2:45 AM;1,104;539;13;1,380;0;33;1,318;2,701;600;2,257;5;188
Jun 24, 2020;3:00 AM;1,106;531;14;1,350;0;33;1,319;2,682;565;2,259;4;188
Jun 24, 2020;3:15 AM;1,106;528;17;1,318;0;33;1,319;2,655;563;2,257;4;188
Jun 24, 2020;3:30 AM;1,108;526;23;1,298;0;33;1,320;2,654;555;2,252;4;188
Jun 24, 2020;3:45 AM;1,111;531;19;1,284;0;33;1,321;2,650;550;2,255;0;188
Jun 24, 2020;4:00 AM;1,108;535;14;1,273;0;33;1,323;2,649;532;2,231;25;188
Jun 24, 2020;4:15 AM;1,111;556;20;1,222;0;33;1,324;2,649;533;2,231;32;188
Jun 24, 2020;4:30 AM;1,113;555;21;1,197;1;33;1,326;2,660;537;2,233;32;188
Jun 24, 2020;4:45 AM;1,114;542;23;1,172;4;33;1,327;2,671;541;2,242;56;188
Jun 24, 2020;5:00 AM;1,118;526;30;1,165;19;33;1,327;2,682;544;2,248;27;187
Jun 24, 2020;5:15 AM;1,118;537;38;1,158;47;33;1,327;2,730;545;2,258;26;188
Jun 24, 2020;5:30 AM;1,120;537;41;1,109;103;33;1,328;2,783;569;2,259;29;187
Jun 24, 2020;5:45 AM;1,120;544;43;1,058;196;33;1,329;2,830;620;2,270;38;187
Jun 24, 2020;6:00 AM;1,121;544;49;1,016;319;33;1,329;2,875;721;2,290;116;188
Jun 24, 2020;6:15 AM;1,118;552;50;966;483;33;1,332;2,924;787;2,308;176;188
Jun 24, 2020;6:30 AM;1,120;584;54;914;697;33;1,335;2,948;836;2,305;163;187
Jun 24, 2020;6:45 AM;1,122;594;54;840;968;33;1,336;2,969;894;2,331;206;187
Jun 24, 2020;7:00 AM;1,129;603;52;776;1,291;33;1,333;2,948;934;2,366;518;188
Jun 24, 2020;7:15 AM;1,126;611;53;685;1,659;33;1,334;2,969;947;2,417;510;188
Jun 24, 2020;7:30 AM;1,125;608;52;588;2,065;33;1,335;2,981;958;2,439;385;188
Jun 24, 2020;7:45 AM;1,122;592;51;492;2,505;33;1,334;2,965;958;2,442;462;187
Jun 24, 2020;8:00 AM;1,124;567;37;397;2,962;33;1,332;2,964;960;2,363;269;187
Jun 24, 2020;8:15 AM;1,125;537;41;328;3,401;33;1,331;2,966;931;2,342;155;187
Jun 24, 2020;8:30 AM;1,127;565;47;286;3,855;33;1,330;2,963;919;2,356;160;187
Jun 24, 2020;8:45 AM;1,124;547;46;268;4,305;33;1,329;2,961;869;2,343;153;187
Jun 24, 2020;9:00 AM;1,124;607;43;274;4,752;33;1,327;2,975;845;2,399;277;186
Jun 24, 2020;9:15 AM;1,123;583;36;293;5,164;33;1,326;2,955;845;2,423;196;187
Jun 24, 2020;9:30 AM;1,122;578;42;334;5,573;33;1,324;2,941;827;2,416;183;187
Jun 24, 2020;9:45 AM;1,119;546;42;364;5,938;33;1,310;2,928;838;2,400;147;187
Jun 24, 2020;10:00 AM;1,120;595;29;431;6,256;33;1,304;2,916;846;2,403;95;186
Jun 24, 2020;10:15 AM;1,116;556;25;501;6,534;33;1,299;2,912;830;2,397;51;185
Jun 24, 2020;10:30 AM;1,116;563;39;565;6,772;33;1,300;2,897;801;2,351;44;184
Jun 24, 2020;10:45 AM;1,116;555;45;647;6,958;33;1,300;2,907;764;2,333;32;185
Jun 24, 2020;11:00 AM;1,115;556;58;714;7,112;33;1,298;2,897;728;2,336;38;185
Jun 24, 2020;11:15 AM;1,110;560;70;753;7,279;33;1,297;2,887;708;2,347;41;185
Jun 24, 2020;11:30 AM;1,112;565;83;767;7,375;33;1,296;2,885;712;2,343;44;185
Jun 24, 2020;11:45 AM;1,113;562;93;790;7,453;33;1,295;2,883;716;2,353;50;187
Jun 24, 2020;12:00 PM;1,112;607;108;795;7,518;33;1,296;2,892;717;2,371;158;187
Jun 24, 2020;12:15 PM;1,112;600;120;784;7,560;33;1,296;2,901;723;2,373;152;187
Jun 24, 2020;12:30 PM;1,113;601;125;826;7,582;33;1,295;2,906;720;2,376;172;185
Jun 24, 2020;12:45 PM;1,112;594;119;847;7,607;33;1,295;2,901;720;2,374;154;186
Jun 24, 2020;1:00 PM;1,114;595;125;858;7,572;33;1,296;2,870;715;2,356;130;185
Jun 24, 2020;1:15 PM;1,111;587;124;884;7,541;33;1,296;2,844;711;2,351;68;185
Jun 24, 2020;1:30 PM;1,109;588;116;930;7,471;33;1,296;2,812;714;2,358;50;185
Jun 24, 2020;1:45 PM;1,108;570;114;927;7,376;33;1,296;2,780;683;2,320;45;185
Jun 24, 2020;2:00 PM;1,105;574;112;949;7,281;33;1,291;2,735;658;2,288;48;184
Jun 24, 2020;2:15 PM;1,098;599;107;980;7,167;33;1,295;2,730;654;2,289;53;184
Jun 24, 2020;2:30 PM;1,102;598;108;1,030;6,996;33;1,288;2,735;658;2,295;66;184
Jun 24, 2020;2:45 PM;1,097;598;108;1,079;6,850;33;1,294;2,738;664;2,296;95;185
Jun 24, 2020;3:00 PM;1,102;567;110;1,128;6,678;33;1,296;2,812;663;2,298;132;185
Jun 24, 2020;3:15 PM;1,100;593;116;1,193;6,497;33;1,296;2,829;660;2,305;203;183
Jun 24, 2020;3:30 PM;1,101;588;130;1,221;6,286;33;1,294;2,853;653;2,315;192;184
Jun 24, 2020;3:45 PM;1,101;590;149;1,260;6,077;33;1,295;2,864;660;2,329;234;184
Jun 24, 2020;4:00 PM;1,104;534;147;1,291;5,808;33;1,290;2,859;653;2,270;86;186
Jun 24, 2020;4:15 PM;1,103;559;146;1,343;5,473;33;1,304;2,876;658;2,273;172;185
Jun 24, 2020;4:30 PM;1,102;572;148;1,359;5,157;33;1,309;2,893;670;2,308;196;185
Jun 24, 2020;4:45 PM;1,103;595;144;1,374;4,860;33;1,315;2,918;705;2,338;174;185
Jun 24, 2020;5:00 PM;1,105;532;144;1,420;4,501;33;1,316;2,924;748;2,346;190;185
Jun 24, 2020;5:15 PM;1,111;580;156;1,452;4,127;33;1,317;2,943;786;2,357;252;185
Jun 24, 2020;5:30 PM;1,111;600;178;1,502;3,803;33;1,318;2,952;811;2,367;187;185
Jun 24, 2020;5:45 PM;1,112;619;191;1,568;3,428;33;1,319;2,962;822;2,378;283;187
Jun 24, 2020;6:00 PM;1,113;537;206;1,616;3,040;33;1,313;2,931;825;2,305;329;186
Jun 24, 2020;6:15 PM;1,113;577;234;1,649;2,668;33;1,299;2,924;845;2,249;463;185
Jun 24, 2020;6:30 PM;1,112;590;256;1,655;2,302;33;1,313;2,947;855;2,277;530;186
Jun 24, 2020;6:45 PM;1,113;613;266;1,670;1,945;33;1,319;2,950;862;2,336;619;186
Jun 24, 2020;7:00 PM;1,116;566;286;1,688;1,609;33;1,317;2,948;872;2,369;776;186
Jun 24, 2020;7:15 PM;1,113;560;324;1,683;1,302;33;1,318;2,963;881;2,374;795;186
Jun 24, 2020;7:30 PM;1,115;605;364;1,691;1,020;33;1,318;2,958;879;2,381;830;186
Jun 24, 2020;7:45 PM;1,116;593;402;1,695;786;33;1,317;2,957;872;2,382;850;186
Jun 24, 2020;8:00 PM;1,114;566;439;1,677;585;33;1,318;2,952;861;2,359;803;186
Jun 24, 2020;8:15 PM;1,117;562;470;1,648;415;33;1,318;2,944;861;2,346;734;187
Jun 24, 2020;8:30 PM;1,116;558;496;1,601;277;33;1,317;2,938;875;2,369;752;188
Jun 24, 2020;8:45 PM;1,117;562;503;1,676;165;33;1,317;2,950;879;2,384;743;186
Jun 24, 2020;9:00 PM;1,118;615;516;1,732;86;33;1,318;2,964;890;2,404;1,191;186
Jun 24, 2020;9:15 PM;1,123;564;538;1,835;34;33;1,317;2,962;884;2,382;1,095;186
Jun 24, 2020;9:30 PM;1,122;548;556;1,968;10;33;1,315;2,957;878;2,355;887;187
Jun 24, 2020;9:45 PM;1,120;547;575;2,057;2;33;1,315;2,950;852;2,295;846;187
Jun 24, 2020;10:00 PM;1,123;551;587;2,076;0;33;1,316;2,965;812;2,275;582;186
Jun 24, 2020;10:15 PM;1,121;554;577;2,162;0;33;1,315;2,955;802;2,264;418;187
Jun 24, 2020;10:30 PM;1,121;560;578;2,242;0;33;1,314;2,954;779;2,269;418;187
Jun 24, 2020;10:45 PM;1,123;538;589;2,324;0;33;1,316;2,956;750;2,238;380;188
Jun 24, 2020;11:00 PM;1,118;564;605;2,409;0;33;1,318;2,969;755;2,275;305;189
Jun 24, 2020;11:15 PM;1,122;532;614;2,483;0;33;1,317;2,925;755;2,282;104;188
Jun 24, 2020;11:30 PM;1,123;550;622;2,577;0;33;1,316;2,907;740;2,278;91;188
Jun 24, 2020;11:45 PM;1,125;533;616;2,595;0;33;1,310;2,889;713;2,267;56;188
Jun 25, 2020;12:00 AM;1,125;545;622;2,617;0;33;1,315;2,880;605;2,264;101;198
Jun 25, 2020;12:15 AM;1,120;547;623;2,623;0;33;1,317;2,874;653;2,280;40;199
Jun 25, 2020;12:30 AM;1,119;531;641;2,638;0;33;1,318;2,858;644;2,271;29;197
Jun 25, 2020;12:45 AM;1,112;526;678;2,669;0;33;1,320;2,820;611;2,249;29;197
Jun 25, 2020;1:00 AM;1,118;556;694;2,667;0;33;1,322;2,740;588;2,284;51;197
Jun 25, 2020;1:15 AM;1,114;546;710;2,641;0;33;1,321;2,696;565;2,290;31;196
Jun 25, 2020;1:30 AM;1,115;536;713;2,605;0;33;1,321;2,697;565;2,290;29;197
Jun 25, 2020;1:45 AM;1,118;534;706;2,551;0;33;1,322;2,678;566;2,279;27;199
Jun 25, 2020;2:00 AM;1,123;537;687;2,521;0;33;1,322;2,650;565;2,289;35;197
Jun 25, 2020;2:15 AM;1,122;535;674;2,508;0;33;1,322;2,627;562;2,283;29;197
Jun 25, 2020;2:30 AM;1,121;535;654;2,477;0;33;1,322;2,621;568;2,287;30;197
Jun 25, 2020;2:45 AM;1,123;535;636;2,440;0;33;1,321;2,617;567;2,292;30;198
Jun 25, 2020;3:00 AM;1,122;534;636;2,398;0;33;1,323;2,583;561;2,254;38;199
Jun 25, 2020;3:15 AM;1,124;536;618;2,386;0;33;1,323;2,590;563;2,251;36;199
Jun 25, 2020;3:30 AM;1,122;514;595;2,350;0;33;1,323;2,576;558;2,249;37;199
Jun 25, 2020;3:45 AM;1,121;533;567;2,323;0;33;1,324;2,530;524;2,253;36;197
Jun 25, 2020;4:00 AM;1,123;533;544;2,304;0;33;1,324;2,484;518;2,211;22;198
Jun 25, 2020;4:15 AM;1,125;535;506;2,299;0;33;1,326;2,465;525;2,206;21;198
Jun 25, 2020;4:30 AM;1,126;542;485;2,313;1;33;1,327;2,494;524;2,222;25;199
Jun 25, 2020;4:45 AM;1,125;543;471;2,301;3;33;1,327;2,529;523;2,237;35;198
Jun 25, 2020;5:00 AM;1,127;537;468;2,285;11;33;1,327;2,543;521;2,272;24;197
Jun 25, 2020;5:15 AM;1,127;545;464;2,229;29;33;1,328;2,600;526;2,296;40;197
Jun 25, 2020;5:30 AM;1,127;541;437;2,129;71;33;1,328;2,661;535;2,298;58;198
Jun 25, 2020;5:45 AM;1,128;526;409;2,039;149;33;1,328;2,778;623;2,320;93;196
Jun 25, 2020;6:00 AM;1,128;524;398;1,964;251;33;1,328;2,828;698;2,342;89;196
Jun 25, 2020;6:15 AM;1,126;555;388;1,869;388;33;1,332;2,887;741;2,358;231;196
Jun 25, 2020;6:30 AM;1,127;566;358;1,746;552;33;1,329;2,950;800;2,396;151;196
Jun 25, 2020;6:45 AM;1,128;577;354;1,632;759;33;1,330;2,961;834;2,417;198;197
Jun 25, 2020;7:00 AM;1,128;549;346;1,508;994;33;1,330;2,956;847;2,413;348;198
Jun 25, 2020;7:15 AM;1,127;581;336;1,321;1,255;33;1,331;2,961;805;2,447;428;198
Jun 25, 2020;7:30 AM;1,130;613;335;1,132;1,556;33;1,329;2,954;821;2,471;418;198
Jun 25, 2020;7:45 AM;1,125;617;335;1,028;1,883;33;1,329;2,951;818;2,476;545;195
Jun 25, 2020;8:00 AM;1,128;589;333;945;2,237;33;1,327;2,940;824;2,466;656;195
Jun 25, 2020;8:15 AM;1,125;587;328;915;2,591;33;1,327;2,953;826;2,468;574;195
Jun 25, 2020;8:30 AM;1,127;578;351;903;2,970;33;1,326;2,949;808;2,464;551;195
Jun 25, 2020;8:45 AM;1,128;577;364;888;3,328;33;1,325;2,952;804;2,457;465;195
Jun 25, 2020;9:00 AM;1,128;607;369;941;3,686;33;1,324;2,953;802;2,444;670;195
Jun 25, 2020;9:15 AM;1,128;581;386;1,002;4,019;33;1,323;2,953;799;2,441;543;195
Jun 25, 2020;9:30 AM;1,127;589;394;1,059;4,312;33;1,322;2,953;798;2,434;447;195
Jun 25, 2020;9:45 AM;1,126;578;411;1,151;4,598;33;1,321;2,946;794;2,430;426;195
Jun 25, 2020;10:00 AM;1,128;614;426;1,219;4,876;33;1,321;2,961;776;2,407;373;195
Jun 25, 2020;10:15 AM;1,123;591;421;1,319;5,131;33;1,321;2,927;776;2,399;294;195
Jun 25, 2020;10:30 AM;1,123;583;409;1,414;5,364;33;1,320;2,928;778;2,419;280;195
Jun 25, 2020;10:45 AM;1,125;563;400;1,505;5,579;33;1,319;2,922;783;2,424;252;195
Jun 25, 2020;11:00 AM;1,120;615;398;1,588;5,802;33;1,318;2,905;805;2,415;420;195
Jun 25, 2020;11:15 AM;1,120;613;394;1,607;6,009;33;1,317;2,894;806;2,418;319;198
Jun 25, 2020;11:30 AM;1,119;610;423;1,659;6,155;33;1,316;2,888;779;2,414;285;198
Jun 25, 2020;11:45 AM;1,114;591;428;1,698;6,291;33;1,316;2,851;751;2,411;247;198
Jun 25, 2020;12:00 PM;1,116;589;436;1,760;6,420;33;1,314;2,811;744;2,388;292;197
Jun 25, 2020;12:15 PM;1,113;535;443;1,779;6,472;33;1,313;2,809;747;2,383;228;198
Jun 25, 2020;12:30 PM;1,111;560;455;1,787;6,566;33;1,312;2,819;741;2,380;227;198
Jun 25, 2020;12:45 PM;1,111;560;476;1,824;6,635;33;1,309;2,807;712;2,380;183;198
Jun 25, 2020;1:00 PM;1,111;565;481;1,844;6,689;33;1,309;2,826;687;2,365;100;197
Jun 25, 2020;1:15 PM;1,108;568;473;1,892;6,735;33;1,310;2,816;650;2,345;82;194
Jun 25, 2020;1:30 PM;1,106;564;459;1,962;6,699;33;1,309;2,845;624;2,315;54;195
Jun 25, 2020;1:45 PM;1,105;553;460;1,997;6,651;33;1,309;2,831;585;2,333;48;196
Jun 25, 2020;2:00 PM;1,107;561;476;2,046;6,583;33;1,310;2,816;555;2,332;50;196
Jun 25, 2020;2:15 PM;1,105;559;488;2,054;6,482;33;1,309;2,811;558;2,333;50;196
Jun 25, 2020;2:30 PM;1,107;558;507;2,058;6,353;33;1,309;2,813;559;2,317;53;196
Jun 25, 2020;2:45 PM;1,104;556;529;2,107;6,170;33;1,308;2,822;555;2,334;49;196
Jun 25, 2020;3:00 PM;1,103;568;538;2,133;5,991;33;1,311;2,817;522;2,356;88;197
Jun 25, 2020;3:15 PM;1,101;580;534;2,155;5,779;33;1,310;2,822;517;2,368;184;196
Jun 25, 2020;3:30 PM;1,100;567;536;2,204;5,608;33;1,306;2,836;523;2,366;201;196
Jun 25, 2020;3:45 PM;1,098;562;542;2,230;5,385;33;1,306;2,831;518;2,369;249;196
Jun 25, 2020;4:00 PM;1,100;559;585;2,176;5,176;33;1,306;2,834;594;2,347;141;195
Jun 25, 2020;4:15 PM;1,097;554;605;2,153;4,949;33;1,306;2,834;659;2,338;170;195
Jun 25, 2020;4:30 PM;1,099;547;609;2,145;4,692;33;1,306;2,839;677;2,337;161;196
Jun 25, 2020;4:45 PM;1,097;559;625;2,130;4,452;33;1,306;2,861;700;2,340;152;196
Jun 25, 2020;5:00 PM;1,099;531;652;2,109;4,218;33;1,306;2,908;741;2,322;69;197
Jun 25, 2020;5:15 PM;1,101;596;698;2,067;3,915;33;1,305;2,932;779;2,301;82;196
Jun 25, 2020;5:30 PM;1,103;601;733;2,031;3,621;33;1,305;2,955;800;2,313;100;197
Jun 25, 2020;5:45 PM;1,105;593;762;2,031;3,273;33;1,305;2,953;817;2,319;176;197
Jun 25, 2020;6:00 PM;1,104;543;769;2,025;2,958;33;1,305;2,933;824;2,291;141;198
Jun 25, 2020;6:15 PM;1,107;565;786;1,990;2,625;33;1,306;2,947;818;2,306;183;198
Jun 25, 2020;6:30 PM;1,110;569;763;1,975;2,302;33;1,307;2,961;825;2,317;184;198
Jun 25, 2020;6:45 PM;1,108;581;795;1,910;1,967;33;1,308;2,965;827;2,322;272;198
